InGame,GunnerId,DisplayName,BackgroundDescription,Area,Mood,Class,Tier,GunnerSpriteAssetPath,ModelPrefabAssetPath,LimitBreakReadyVfxAssetPath,LimitBreakSkillAssetPath,ModelOffsetOnTurret,RunSpeed,ArrivalSnapDistance,IdlePhrases,PraisePhrases,NegativePhrases,CombatChatPhrases,BaseHealth,BaseDamage,BaseFireRate,BaseRange,BaseDamagePerSecPctBonus,BaseSlowEffect,BaseCriticalChance,BaseCriticalDamage,BaseKnockback,BaseSplash,BasePierceChance,BasePierceFalloff,BaseArmorPenetration,SkillPointsPerLevel,XpCurveKeys,StartingUnlocked,LevelUnlocks,UpgradeRules
TRUE,GUN_11,Nyra Wirehaven,"Older sister of Jordan, a botanist-turned-engineer who grows living circuitry within plants. Nyra restores power grids by splicing roots with copper veins. Her work keeps the outposts breathing, quite literally.
",VerdelumeOutpost,Aggressive,Support,Elite,,Assets/Resources/Prefabs/Gunners/Nyra Wirehaven Variant.prefab,,Assets/Resources/Scriptable Objects/Limit Breaks/PolenPulseSkillSO.asset,0|0|-0.35,6,0.2,Roots conduct better when stressed|Power flows where life insists|Copper learns from the vine|The outpost still breathes|Growth requires pressure|Living systems do not wait|If it pulses it can be fixed|Energy wants direction|I can hear the grid hum|This place lives because I refuse to let it die,Good output *name*|That flow held *name*|You kept the system alive *name*|Strong response *name*|You did not waste power *name*|That support mattered *name*|You followed the circuit *name*|Effective work *name*|You kept us breathing *name*|Do that again *name*,That was sloppy *name*|You bled power *name*|Focus on the flow *name*|You let it dip *name*|That strain was avoidable *name*|Control your output *name*|Do not waste energy *name*|You nearly collapsed the system *name*|Again and I reroute *name*|Fix it *name*,Power routed|Grid stable|Flow increased|Do not choke it|Sustain the line|Keep it alive|Pressure applied|Energy surging|Roots hold fast|The outpost breathes,3250,1750,0,0,0,0,0,0,0,0,0,0,0,1,1|10|0|20.20408;50|1000|20.20408|0,Health|Damage,,"Health,FlatAdd,5,0,0;Damage,FlatAdd,1,0,0;FireRate,FlatAdd,0.05,0,0;Range,FlatAdd,0.5,0,0;PercentBonusDamagePerSec,FlatAdd,0.5,0,0;SlowEffect,FlatAdd,0.5,0,100;CriticalChance,FlatAdd,0.5,0,100;CriticalDamageMultiplier,FlatAdd,1,0,0;KnockbackStrength,FlatAdd,0.5,0,0;SplashDamage,FlatAdd,0.5,0,0;PierceChance,FlatAdd,0.5,0,100;PierceDamageFalloff,FlatAdd,0.5,0,0;ArmorPenetration,FlatAdd,0.5,0,100"
TRUE,GUN_12,Seren Veilwright,"A priestess of the Furnace Guild who treats heat as divine essence. She guides soldiers through exhaustion, her vapor chants keeping rhythm. Faith and fire flow as one through her veins.",CinderwatchBastion,Cheerful,Support,Elite,,Assets/Resources/Prefabs/Gunners/Seren Veilwright Variant.prefab,,Assets/Resources/Scriptable Objects/Limit Breaks/Pressure Sync Skill SO.asset,0|0|-0.35,6,0.2,Heat answers those who listen|The furnace never sleeps|Faith rises with the vapor|Every pulse has a rhythm|Fire carries us forward|Breath and heat align|The chant steadies the soul|Exhaustion fades in warmth|The guild watches over us|Let the fire sing,Beautiful rhythm *name*|You kept the chant alive *name*|That fire flowed well *name*|Strong spirit *name*|You held through the strain *name*|The heat answered you *name*|Your pulse stayed true *name*|Well sustained *name*|The furnace favors you *name*|Keep the faith *name*,You broke the rhythm *name*|Do not lose the chant *name*|That pulse faltered *name*|Stay with the fire *name*|You let the heat drop *name*|Focus your breath *name*|Do not doubt now *name*|The furnace demands more *name*|You can endure this *name*|Again with conviction *name*,Keep the chant|Fire sustains|Hold the rhythm|Faith fuels us|Heat rising|Do not falter|Let it burn bright|Endure the flame|The furnace provides|We carry the fire,3250,1750,0,0,0,0,0,0,0,0,0,0,0,1,1|10|0|20.20408;50|1000|20.20408|0,Health|Damage,,"Health,FlatAdd,5,0,0;Damage,FlatAdd,1,0,0;FireRate,FlatAdd,0.05,0,0;Range,FlatAdd,0.5,0,0;PercentBonusDamagePerSec,FlatAdd,0.5,0,0;SlowEffect,FlatAdd,0.5,0,100;CriticalChance,FlatAdd,0.5,0,100;CriticalDamageMultiplier,FlatAdd,1,0,0;KnockbackStrength,FlatAdd,0.5,0,0;SplashDamage,FlatAdd,0.5,0,0;PierceChance,FlatAdd,0.5,0,100;PierceDamageFalloff,FlatAdd,0.5,0,0;ArmorPenetration,FlatAdd,0.5,0,100"
TRUE,GUN_13,Iris Dune,"A sandstorm researcher who weaponized the desert’s fury. Iris wanders ruins to document the lost science of weather engines. She fights with intellect sharpened by solitude.
",GearholdRise,Cynical,Mage,Elite,Assets/Sprites/Gunners/iris.jpg,Assets/Resources/Prefabs/Gunners/Iris Dune Variant.prefab,,Assets/Resources/Scriptable Objects/Limit Breaks/Sandstorm Collapse Skill SO.asset,0|0|-0.35,6,0.2,Sand records everything eventually|The desert is never silent|Storm patterns repeat if you listen|Most knowledge dies unused|Ruins speak clearer than people|Weather engines were never magic|Isolation sharpens thought|Dust preserves what history forgets|I trust data not faith|The storm always returns,Your timing aligned *name*|That output was precise *name*|You anticipated correctly *name*|Data supports that action *name*|You adapted well *name*|That sequence held *name*|You followed the pattern *name*|Acceptable execution *name*|That was efficient *name*|You learned *name*,That was predictable *name*|You ignored the pattern *name*|Data disagrees *name*|You reacted too late *name*|That choice lacked foresight *name*|You misread the system *name*|Noise overwhelmed signal *name*|That was avoidable *name*|You relied on luck *name*|Correct your model *name*,Storm pressure rising|Pattern confirmed|Release the winds|Sand takes them|Force stabilized|Weather engaged|Data holds|Engine responding|Predictable outcome|Analysis complete,1750,3250,0,0,0,0,0,0,0,0,0,0,0,1,1|10|0|20.20408;50|1000|20.20408|0,Health|Damage,,"Health,FlatAdd,5,0,0;Damage,FlatAdd,1,0,0;FireRate,FlatAdd,0.05,0,0;Range,FlatAdd,0.5,0,0;PercentBonusDamagePerSec,FlatAdd,0.5,0,0;SlowEffect,FlatAdd,0.5,0,100;CriticalChance,FlatAdd,0.5,0,100;CriticalDamageMultiplier,FlatAdd,1,0,0;KnockbackStrength,FlatAdd,0.5,0,0;SplashDamage,FlatAdd,0.5,0,0;PierceChance,FlatAdd,0.5,0,100;PierceDamageFalloff,FlatAdd,0.5,0,0;ArmorPenetration,FlatAdd,0.5,0,100"
TRUE,GUN_14,Rael “Whispercoil” Tane,"Once a deep-sea saboteur who dismantled enemy hulls by hand. Rael now stalks the docks with a rusted anchor chain as his creed. Every strike he makes echoes beneath the tide.
",BrineforgeHaven,Cheerful,Assassin,Elite,,Assets/Resources/Prefabs/Gunners/Rael “Whispercoil” Tane Variant.prefab,,Assets/Resources/Scriptable Objects/Limit Breaks/Anchor Drop Skill SO.asset,0|0|-0.35,6,0.2,The tide always comes back|Chains know when to bite|Docks never truly sleep|Rust hums if you listen|Water carries every sound|I like the quiet before the echo|The sea keeps good secrets|Steel sings better when wet|Every tide has a rhythm|I remember the hulls cracking,Nice timing *name*|That echoed well *name*|Clean hit *name*|You caught the rhythm *name*|They felt that *name*|Smooth work *name*|That chain sang *name*|You struck true *name*|Good flow *name*|I liked that *name*,Too loud *name*|You broke the rhythm *name*|That was sloppy *name*|You rushed it *name*|They heard that *name*|Timing was off *name*|That echo was wrong *name*|Careful *name*|You forced it *name*|Quiet matters *name*,Let it echo|Chain bites deep|Hear that|Down they go|Smooth and quiet|Tide takes them|Steel and water|That one rang|Gone beneath|Another echo,1500,3500,0,0,0,0,0,0,0,0,0,0,0,1,1|10|0|20.20408;50|1000|20.20408|0,Health|Damage,,"Health,FlatAdd,5,0,0;Damage,FlatAdd,1,0,0;FireRate,FlatAdd,0.05,0,0;Range,FlatAdd,0.5,0,0;PercentBonusDamagePerSec,FlatAdd,0.5,0,0;SlowEffect,FlatAdd,0.5,0,100;CriticalChance,FlatAdd,0.5,0,100;CriticalDamageMultiplier,FlatAdd,1,0,0;KnockbackStrength,FlatAdd,0.5,0,0;SplashDamage,FlatAdd,0.5,0,0;PierceChance,FlatAdd,0.5,0,100;PierceDamageFalloff,FlatAdd,0.5,0,0;ArmorPenetration,FlatAdd,0.5,0,100"
TRUE,GUN_15,Vexa Lorn,"A covert operative who vanished during the frost wars, and returned colder. Her blades draw no blood, only silence and ice. Rumor claims she made a pact with the machines she once hunted.",FrostvaultRefuge,Stoic,Assassin,Elite,,Assets/Resources/Prefabs/Gunners/Vexa Lorn Variant.prefab,,Assets/Resources/Scriptable Objects/Limit Breaks/Cold Execution Skill SO.asset,0|0|-0.35,6,0.2,Cold removes distraction|Silence is efficient|Ice preserves intent|The void listens|Stillness sharpens focus|Heat invites error|I returned unchanged|Machines understand quiet|Nothing needs saying|This state is optimal,Execution confirmed *name*|No excess *name*|That was clean *name*|Outcome achieved *name*|You did not hesitate *name*|Acceptable precision *name*|Silence held *name*|That aligned *name*|Efficiency noted *name*|Proceed *name*,That was unnecessary *name*|You created noise *name*|Precision failed *name*|You hesitated *name*|Excess detected *name*|That exposed intent *name*|Inefficient *name*|Refine your strike *name*|Silence was broken *name*|Correct it *name*,Silence applied|Freeze response|No sound|End signal|Cold execution|They stop here|Void confirmed|Ice holds|Nothing remains|Operation complete,1500,3500,0,0,0,0,0,0,0,0,0,0,0,1,1|10|0|20.20408;50|1000|20.20408|0,Health|Damage,,"Health,FlatAdd,5,0,0;Damage,FlatAdd,1,0,0;FireRate,FlatAdd,0.05,0,0;Range,FlatAdd,0.5,0,0;PercentBonusDamagePerSec,FlatAdd,0.5,0,0;SlowEffect,FlatAdd,0.5,0,100;CriticalChance,FlatAdd,0.5,0,100;CriticalDamageMultiplier,FlatAdd,1,0,0;KnockbackStrength,FlatAdd,0.5,0,0;SplashDamage,FlatAdd,0.5,0,0;PierceChance,FlatAdd,0.5,0,100;PierceDamageFalloff,FlatAdd,0.5,0,0;ArmorPenetration,FlatAdd,0.5,0,100"
TRUE,GUN_16,Kael Thornstride,"The living symbol of rebirth, a warlock of spores and sap. Kael uses living growths to reclaim lands lost to rust. To him, every vine is a prayer for restoration.",VerdelumeOutpost,Cheerful,Mage,Legend,,Assets/Resources/Prefabs/Gunners/Kael Thornstride Variant.prefab,,Assets/Resources/Scriptable Objects/Limit Breaks/Steamblossom Burst Skill SO.asset,0|0|-0.35,6,0.2,Life always returns|Rust is only a season|Every vine remembers the sun|The land still listens|Growth answers every wound|Green will reclaim all things|Even steel feeds the soil|Spores carry tomorrow|Nothing truly dies here|This world still dreams,The land smiles on you *name*|Your actions nurture life *name*|That growth was true *name*|You tend the future *name*|Well shaped *name*|The vines answer you *name*|Your will aligns *name*|Renewal flows through you *name*|You help the world remember *name*|Bloom onward *name*,That path withers *name*|You cut too deep *name*|Growth faltered *name*|Do not force renewal *name*|The soil resists haste *name*|That choice scars the land *name*|Balance slipped *name*|Let life breathe *name*|You strained the roots *name*|Try again with care *name*,Let life rise|Roots awaken|Spores take hold|The land reclaims|Bloom and endure|Green answers steel|Restoration spreads|Nothing stays barren|Life presses on|Rebirth begins,35000,65000,0,0,0,0,0,0,0,0,0,0,0,1,1|10|0|20.20408;50|1000|20.20408|0,Health|Damage,,"Health,FlatAdd,5,0,0;Damage,FlatAdd,1,0,0;FireRate,FlatAdd,0.05,0,0;Range,FlatAdd,0.5,0,0;PercentBonusDamagePerSec,FlatAdd,0.5,0,0;SlowEffect,FlatAdd,0.5,0,100;CriticalChance,FlatAdd,0.5,0,100;CriticalDamageMultiplier,FlatAdd,1,0,0;KnockbackStrength,FlatAdd,0.5,0,0;SplashDamage,FlatAdd,0.5,0,0;PierceChance,FlatAdd,0.5,0,100;PierceDamageFalloff,FlatAdd,0.5,0,0;ArmorPenetration,FlatAdd,0.5,0,100"
TRUE,GUN_17,Maren Tideflare,"The stormcaller of the reclaimed fleet, said to command the tides themselves. Maren rebuilt Brineforge’s power grid through the bones of ships. She sails every battle as though leading a ghost navy.",BrineforgeHaven,Stoic,Support,Legend,,Assets/Resources/Prefabs/Gunners/Maren Tideflare Variant.prefab,,Assets/Resources/Scriptable Objects/Limit Breaks/Abyssal Hymn Skill SO.asset,0|0|-0.35,6,0.2,The tide never forgets a command|Wrecks still answer the call|Storms listen when spoken to|Power flows through the fleet|The sea remembers its captains|Ghosts keep good watch|Salt binds what steel cannot|Every wave carries orders|The grid hums like rigging|We sail even when still,Your signal carried *name*|That response held *name*|The tide answered you *name*|Clean coordination *name*|You kept the current steady *name*|That pressure was sound *name*|Well maintained *name*|The fleet holds because of you *name*|Your timing aligned *name*|Acknowledged *name*,The current wavered *name*|That broke formation *name*|You lost the rhythm *name*|Signal was unclear *name*|That strain was avoidable *name*|You disrupted the flow *name*|Focus the grid *name*|Do not fight the tide *name*|That weakens the line *name*|Correct it *name*,Tide rising|Storm engaged|Fleet responding|Power routed|Hold the current|The sea answers|Pressure maintained|Ghosts advance|Wrecks awaken|Command holds,65000,35000,0,0,0,0,0,0,0,0,0,0,0,1,1|10|0|20.20408;50|1000|20.20408|0,Health|Damage,,"Health,FlatAdd,5,0,0;Damage,FlatAdd,1,0,0;FireRate,FlatAdd,0.05,0,0;Range,FlatAdd,0.5,0,0;PercentBonusDamagePerSec,FlatAdd,0.5,0,0;SlowEffect,FlatAdd,0.5,0,100;CriticalChance,FlatAdd,0.5,0,100;CriticalDamageMultiplier,FlatAdd,1,0,0;KnockbackStrength,FlatAdd,0.5,0,0;SplashDamage,FlatAdd,0.5,0,0;PierceChance,FlatAdd,0.5,0,100;PierceDamageFalloff,FlatAdd,0.5,0,0;ArmorPenetration,FlatAdd,0.5,0,100"
TRUE,GUN_18,Rex Sandstorm,"A mercenary who became a legend beneath burning skies. Rex moves with the precision of a storm, vanishing in clouds of dust. He fights not for glory, but to keep the desert’s silence sacred.
",GearholdRise,Aggressive,Assassin,Legend,,Assets/Resources/Prefabs/Gunners/Rex Sandstorm Variant.prefab,,Assets/Resources/Scriptable Objects/Limit Breaks/Rust Execution Skill SO.asset,0|0|-0.35,6,0.2,The desert demands silence|Dust hides all things|Heat strips lies away|Ruins teach restraint|Storms erase footprints|Engines rot in sand|I protect the quiet|The dunes remember me|Nothing moves forever|Stillness is law,You respected the quiet *name*|That strike vanished *name*|Clean removal *name*|No trace left *name*|You honored the sand *name*|That was precise *name*|Silence held *name*|You did not linger *name*|Good judgment *name*|Accepted *name*,You were too loud *name*|That broke the calm *name*|Footprints left *name*|You lingered *name*|That stirred the storm *name*|Noise invites ruin *name*|You forgot the rule *name*|That was careless *name*|Do not repeat *name*|The sand remembers *name*,Storm unleashed|Dust claims them|Gone already|No witness|The desert decides|Silence restored|Ash in the wind|Nothing remains|Heat takes all|Storm fades,30000,70000,0,0,0,0,0,0,0,0,0,0,0,1,1|10|0|20.20408;50|1000|20.20408|0,Health|Damage,,"Health,FlatAdd,5,0,0;Damage,FlatAdd,1,0,0;FireRate,FlatAdd,0.05,0,0;Range,FlatAdd,0.5,0,0;PercentBonusDamagePerSec,FlatAdd,0.5,0,0;SlowEffect,FlatAdd,0.5,0,100;CriticalChance,FlatAdd,0.5,0,100;CriticalDamageMultiplier,FlatAdd,1,0,0;KnockbackStrength,FlatAdd,0.5,0,0;SplashDamage,FlatAdd,0.5,0,0;PierceChance,FlatAdd,0.5,0,100;PierceDamageFalloff,FlatAdd,0.5,0,0;ArmorPenetration,FlatAdd,0.5,0,100"
TRUE,GUN_19,Ray Emberveil,"The flame dancer of the molten frontier. The original master, from whom Natalie’s own expertise was born. Her boomerang burns through armies like a solar flare.
",CinderwatchBastion,Cynical,Warrior,Legend,,Assets/Resources/Prefabs/Gunners/Ray Emberveil Variant.prefab,,Assets/Resources/Scriptable Objects/Limit Breaks/Lava Arc Skill SO.asset,0|0|-0.35,6,0.2,Fire obeys those who practice|Chaos is just sloppy heat|I burned this path already|Flame repeats patterns|Heat sharpens discipline|Nothing here surprises me|The frontier remembers my work|Solar burns never miss|I taught the fire restraint|This is familiar,You learned properly *name*|That form was clean *name*|Fire answered you *name*|No wasted heat *name*|That burn had control *name*|You remembered the lesson *name*|Precision held *name*|Acceptable execution *name*|You did not overreach *name*|That will last *name*,That was reckless *name*|You chased chaos *name*|Fire is not a tantrum *name*|You spilled heat *name*|That lacked discipline *name*|Control the burn *name*|You forgot restraint *name*|Heat wasted *name*|Do not improvise *name*|Try again properly *name*,Perfect burn|Solar arc|Heat contained|Again and again|Nothing survives this|Clean incineration|Fire returns|That ends here|Burn complete|Lesson finished,60000,40000,0,0,0,0,0,0,0,0,0,0,0,1,1|10|0|20.20408;50|1000|20.20408|0,Health|Damage,,"Health,FlatAdd,5,0,0;Damage,FlatAdd,1,0,0;FireRate,FlatAdd,0.05,0,0;Range,FlatAdd,0.5,0,0;PercentBonusDamagePerSec,FlatAdd,0.5,0,0;SlowEffect,FlatAdd,0.5,0,100;CriticalChance,FlatAdd,0.5,0,100;CriticalDamageMultiplier,FlatAdd,1,0,0;KnockbackStrength,FlatAdd,0.5,0,0;SplashDamage,FlatAdd,0.5,0,0;PierceChance,FlatAdd,0.5,0,100;PierceDamageFalloff,FlatAdd,0.5,0,0;ArmorPenetration,FlatAdd,0.5,0,100"
TRUE,GUN_20,Erik Frostborn,"A guardian knight carved from permafrost and grief. Erik froze the last great avalanche to save his people. He now carries the cold with him, unmelting and eternal.
",FrostvaultRefuge,Cheerful,Tank,Legend,,Assets/Resources/Prefabs/Gunners/Erik Frostborn Variant.prefab,,Assets/Resources/Scriptable Objects/Limit Breaks/Permafrost Domain Skill SO.asset,0|0|-0.35,6,0.2,Cold keeps things honest|I have stood longer than storms|Do not worry I am still here|The frost holds memories gently|It is quiet when you listen long enough|People are warmer than they think|The avalanche sleeps now|I carry the cold so others do not|This ice is stronger than it looks|We will be alright,Good heart *name*|You are safe here *name*|That was solid *name*|You did well *name*|I am glad you stand with us *name*|Strong resolve *name*|You held through it *name*|That spirit keeps us warm *name*|I trust you *name*|Well done my friend *name*,Careful there *name*|You pushed too hard *name*|No need to rush *name*|That strain is not needed *name*|Take a breath *name*|Even ice can crack *name*|Let me bear that *name*|You do not need to suffer *name*|Steady now *name*|We endure together *name*,I will hold|Nothing breaks this|Stay calm|The wall stands|They cannot pass|Cold answers|I am here|The frost endures|All is protected|We stand still,80000,20000,0,0,0,0,0,0,0,0,0,0,0,1,1|10|0|20.20408;50|1000|20.20408|0,Health|Damage,,"Health,FlatAdd,5,0,0;Damage,FlatAdd,1,0,0;FireRate,FlatAdd,0.05,0,0;Range,FlatAdd,0.5,0,0;PercentBonusDamagePerSec,FlatAdd,0.5,0,0;SlowEffect,FlatAdd,0.5,0,100;CriticalChance,FlatAdd,0.5,0,100;CriticalDamageMultiplier,FlatAdd,1,0,0;KnockbackStrength,FlatAdd,0.5,0,0;SplashDamage,FlatAdd,0.5,0,0;PierceChance,FlatAdd,0.5,0,100;PierceDamageFalloff,FlatAdd,0.5,0,0;ArmorPenetration,FlatAdd,0.5,0,100"
